id,tweet,subtask_a
98976,alumnus stand know witness story democrats amp liberal destroy america,OFF
44513,rachel rollin dem run da boston plan decriminalize petty crime break enter run crowded field amp hail medium good candidate thank conservative refuse,NOT
95780,yes antifa,NOT
86468,nra intimidate british cartoon stay european animation ethic want europe weigh gun control,NOT
93601,I sure organization respect way street law enforcement job protect serve citizen like miss,OFF
81967,cali strict gun control law county blame indiana,OFF
78008,kill beat cheap tectic popular lgbt tikoo follow sunny leone popular india world sleepingface good luck hope ur video sri krisna definetly ur video popular fun foldedhand,OFF
52853,know death threat resist antifa tactic,NOT
25789,double rating bet ncaa love,NOT
90116,delusional,NOT
80399,wayne try drake shit got decent,OFF
78210,joseph happy follow like minded patriot grinningface pls follow,NOT
49174,snow flake melt,NOT
24905,mr woods help publish antifa target list twitter account high profile trump supporter I report twitter suspend account,NOT
90654,prove lie,OFF
70789,mark judge want lie kavanaugh,NOT
45222,real,NOT
68958,repeat I I listen poll I discourage I blue state I vote republican tuesday november,NOT
53434,proud follow thank follow,NOT
93348,great girl I sure democratic party real prize,NOT
55766,fund entire school incl teacher salary teach curriculum indoctrinate generation youth fit gas tank e rn,OFF
62706,antifa work way careful,NOT
20432,I know skull skull skull,NOT
87177,socialism gun control thank,NOT
61214,fluctuat nec mergitur latin toss wave sink city motto paris,NOT
39471,investigation son antifa terrorist,OFF
74845,I respond fact totally unfamiliar harper government incentive laughable know check mate I,NOT
73534,know tax policy chart morneau shepell stock vs tsx year bill come power bump year,NOT
84281,agree pray big dumb mike keel heart attack look ripe,OFF
66244,way woman threaten house conservative republican,NOT
54306,hillary social study curriculum curriculum I shocked curriculum I happy I glad near,OFF
50560,educate twat speed crap read obviously facewiththermometer,OFF
32416,shut man useless,OFF
92760,ability stop choose serve agenda turn canada world cess pool socialist dream,NOT
47525,minute ago liberal minute later,NOT
44825,gun control mass murder school theatre oct joke,OFF
16673,shout nazi scum victim bad socialist,NOT
50605,let confirm continue kill baby gun violence continue despite gun control,OFF
20845,liberal believe fact feeling,NOT
81733,guess bil money steal sit balance slush fund,OFF
13331,american revolution happen gun control,NOT
32322,twitter asshole,OFF
90490,support stand ground arm teacher gun control idaho believe gun right zero chance,OFF
51020,love smilingfacewithhearteye,NOT
38159,people racist racism bullshit,NOT
39296,brilliant journalistic commentary,NOT
38878,liberal problem lie,OFF
46881,bother I,OFF
41767,try fool,NOT
37483,family okay sure close,NOT
99579,oh welcome,NOT
16833,fucking pittsburgh nazi philly antifa glorious,OFF
16581,hogg clue life,NOT
35133,funny label sensitive medium people post porn twitter time unfiltered,OFF
10969,ain uor kkkkk,NOT
91930,live canada great gun control plus low homicide thank advice,NOT
94619,melbourne like I I join instead I flag,NOT
86841,resistance win permanent k college indoctrination censorship likewise social medium msm open season trumpist antifa type exponential growth dsa hear evisceration bor esp,NOT
65372,shit pant face antifa,OFF
39188,thank sir I developer boston market fire god bless,NOT
18970,yep I chat club I want join uni I join antifa kid,NOT
25729,crook,OFF
33165,forgiveness chance new beginning pray forgiveness heart guarantee answer,NOT
34683,duster thank god,NOT
81553,gun control measure fast furious direct ffl dealer violate law allow straw purchase knowingly allow firearm sell criminal organization,OFF
76643,I remember fun conservative think puppet gay people upset gay pbs need documentary teaching people puppet,OFF
30789,ty welcome,NOT
36631,good idea need protect border need overseas,NOT
62830,I clue try I certainly trump supporter ff rational facewithtearsofjoy try achieve,NOT
85971,man I hope I die florence hit I hear great time,OFF
67365,I horse dung remember come second parent lose foreclosure case mom judge hardcore anti trump liberal turn blm antifa process,NOT
47449,shock I consider secular liberal kind yoga vegan freak occupation shift el,NOT
65041,report killer mollie tibet receive reward money report,NOT
29157,I know antifa pretty dumb,OFF
38181,mad bc hot fuck loudlycryingface redheart,OFF
87646,positive note,NOT
81472,pant forever throw people eyebrow pinched nose ass,OFF
81445,thing movement joke I think fall bs maybe antifa,NOT
15603,wish guy opperman knockmy door infact lookout guy tellu hv work till nearly u lie ring fence nic today yp work long wld read,NOT
34513,look sane,NOT
57989,entire audience yeah solid reporting lol,NOT
13415,true columbia bugle gfy,NOT
46898,reason brave people politically society black conservative city bad quality life black americans generationally run liberal promise improvement,NOT
23522,bad obama,OFF
23994,maybe need gun control liberal allow possess,NOT
73791,sip trusty vault canteen,NOT
20506,think trumper supporter hide support trump life hand w trump hat like america I remember political belief civil amp cordial upset,OFF
18840,actor comedian political leader,NOT
49479,kiss ass complete disgrace senator,OFF
24867,I ban personally long time ago break law I,NOT
80858,use rehab place escape trouble joke situation jail assault police officer threaten kill classless leave boring carole,OFF
75985,intention intend delay testify way dnc hit woman lawyer medium time vote kavanaugh republican confirm justice remember conservative poll,NOT
54122,use,NOT
38774,good man twatter good heart heart hey jack,NOT
25149,exactly nice smilingfacewithsmilingeye,NOT
54744,man turn california world country,NOT
44019,football american sport bring family community celebrate masculinity thing attack today,NOT
99581,think afraid pig colour smilingfacewithsmilingeye,OFF
32277,I follow doll star I love smilingfacewithhearteye,NOT
23969,girl lie upbringing time open mouth foolish superstar left,OFF
88540,ndp win gain ndp pcs directly liberal I doubt ndp I che start perform bad debate lot s,NOT
36933,bottle vodka going rep radicalize antifa blm feminazi abolish ice msm dirty work,NOT
86925,laugh look,NOT
95146,clegg work tory europe ideal cameron bedfellow,NOT
28348,new promo mauli journey shield save grace leave lead,NOT
12606,crush,NOT
32748,true stupid,OFF
15517,game completely win lose midfield need defensive pressure high,NOT
43949,rate claim safe act nation tough gun control law false,OFF
71237,I think liberal snowflake,NOT
21745,doomsday nfl,NOT
50044,hopefully titan soon later,NOT
50878,asshole,OFF
24631,I admit chart I blame fact artist thing way follow trend stay mold cause fall relevant spotlight,NOT
58086,I think wear nask carruing antifa flag,NOT
68183,pay patrol think naheru zina indira,NOT
92936,liberal good world new slave class need government program turn vote importantly feel good,NOT
57128,guy white romanian gypsy,OFF
94119,I tell act like antifa I knock block wanna bad I care handicap I,NOT
27002,bad darling brat antifa bash people head love mug shot look like meth head,OFF
17890,flake perfect weirdo,OFF
16612,disgrace,NOT
94541,shitbiscuit steal tempe girl u blame I,OFF
59325,corrupt pr government look know gutierrez,NOT
59539,conner coz anti pakistani able attack future generation right,OFF
67281,ass tho,OFF
84990,bono mock nationalist concert free paris,NOT
98345,darcy dorsey I sure expect balanced platform owner satanist,OFF
45406,cool candidate discuss issue russia multiple decade,NOT
34423,pack briefcase sunglass womansboot tx cowboyhatface thumbsup mediumlightskintone soccerball heartsuit hope smilingfacewithopenhand,NOT
59711,establish war live s happen,NOT
60076,feeling exactly I watch video antifa rally fight curse police point begin fight counterprotester injure cohort immediately begin scream,NOT
93124,bernie lyingface tell truth,OFF
99730,update scraper leave,NOT
78774,besth,NOT
34781,I m excuse action counter protester right block street partly blame wrong right like antifa physically assault people use weapon hurt people k,NOT
78060,declassify fisa court info carter page danger security loose lip sink ship motto,NOT
82649,alec know problematic,NOT
53785,phooey step forward help wield crude sharp axe uk poor vulnerable total hypocrite fraud stupid affected style hat,OFF
89823,thing principled conservative outraged clear moral intellectual need diversity inclusion people faith,NOT
92719,diversity success lmao,NOT
84348,ask,NOT
32747,thank chris helpful,NOT
80699,link channel plethora topic peruse,NOT
68238,good hope talk,NOT
85147,point clearly ignorant nature sexual assault,OFF
79941,mean antifa,NOT
77962,wanna photography weekend I bring camera gear,NOT
72727,fruit come mouth liar deceiver definitely catholic like form church image,OFF
66701,touch stiffen hip press touch I fair maiden win carry home barne I merely hold long unaccustomed man handle,NOT
81608,commit people vote brexit conservative pig ear,NOT
69147,louisiana attorney general jeff landry encourage attorney general break company like happen new ag november,NOT
27582,specific comment bring point recently yes speakin da troof,NOT
